Time,Power
04-01-2013 15:00,0.903095886
04-01-2013 16:00,0.895495886
04-01-2013 17:00,0.887895886
04-01-2013 18:00,0.877495886
04-01-2013 19:00,0.864195886
04-01-2013 20:00,0.850995886
04-01-2013 21:00,0.837795886
04-01-2013 22:00,0.824595886
04-01-2013 23:00,0.811395886
05-01-2013 00:00,0.798195886
05-01-2013 01:00,0.784995886
05-01-2013 02:00,0.771795886
05-01-2013 03:00,0.758595886
05-01-2013 04:00,0.745395886
05-01-2013 05:00,0.732195886
05-01-2013 06:00,0.719095886
05-01-2013 07:00,0.705995886
05-01-2013 08:00,0.692995886
05-01-2013 09:00,0.679895886
05-01-2013 10:00,0.666795886
05-01-2013 11:00,0.653695886
05-01-2013 12:00,0.656895886
05-01-2013 13:00,0.676195886
05-01-2013 14:00,0.695595886
05-01-2013 15:00,0.714995886
05-01-2013 16:00,0.734395886
05-01-2013 17:00,0.753695886
05-01-2013 18:00,0.742095886
05-01-2013 19:00,0.699295886
05-01-2013 20:00,0.656595886
05-01-2013 21:00,0.613895886
05-01-2013 22:00,0.571195886
05-01-2013 23:00,0.528395886
06-01-2013 00:00,0.485695886
06-01-2013 01:00,0.442995886
06-01-2013 02:00,0.400295886
06-01-2013 03:00,0.357495886
06-01-2013 04:00,0.314795886
06-01-2013 05:00,0.296895886
06-01-2013 06:00,0.303795886
06-01-2013 07:00,0.310695886
06-01-2013 08:00,0.317695886
06-01-2013 09:00,0.324595886
06-01-2013 10:00,0.331495886
06-01-2013 11:00,0.338395886
06-01-2013 12:00,0.334895886
06-01-2013 13:00,0.321095886
06-01-2013 14:00,0.307195886
06-01-2013 15:00,0.293395886
06-01-2013 16:00,0.279495886
06-01-2013 17:00,0.265695886
06-01-2013 18:00,0.263395886
06-01-2013 19:00,0.272695886
06-01-2013 20:00,0.281995886
06-01-2013 21:00,0.291295886
06-01-2013 22:00,0.300595886
06-01-2013 23:00,0.309795886
07-01-2013 00:00,0.319095886
07-01-2013 01:00,0.328395886
07-01-2013 02:00,0.337695886
07-01-2013 03:00,0.346995886
07-01-2013 04:00,0.356295886
07-01-2013 05:00,0.389595886
07-01-2013 06:00,0.446795886
07-01-2013 07:00,0.503995886
07-01-2013 08:00,0.561195886
07-01-2013 09:00,0.618495886
07-01-2013 10:00,0.675695886
07-01-2013 11:00,0.732895886
07-01-2013 12:00,0.746095886
07-01-2013 13:00,0.715195886
07-01-2013 14:00,0.684195886
07-01-2013 15:00,0.653295886
07-01-2013 16:00,0.622295886
07-01-2013 17:00,0.591395886
07-01-2013 18:00,0.592295886
07-01-2013 19:00,0.624995886
07-01-2013 20:00,0.657695886
07-01-2013 21:00,0.690395886
07-01-2013 22:00,0.723095886
07-01-2013 23:00,0.755795886
08-01-2013 00:00,0.788495886
08-01-2013 01:00,0.821195886
08-01-2013 02:00,0.853895886
08-01-2013 03:00,0.886595886
08-01-2013 04:00,0.919295886
08-01-2013 05:00,0.909595886
08-01-2013 06:00,0.857395886
08-01-2013 07:00,0.805295886
08-01-2013 08:00,0.753095886
08-01-2013 09:00,0.700995886
08-01-2013 10:00,0.648795886
08-01-2013 11:00,0.596695886
08-01-2013 12:00,0.544895886
08-01-2013 13:00,0.493395886
08-01-2013 14:00,0.441795886
08-01-2013 15:00,0.390295886
08-01-2013 16:00,0.338795886
08-01-2013 17:00,0.287295886
08-01-2013 18:00,0.287095886
08-01-2013 19:00,0.338095886
08-01-2013 20:00,0.389195886
08-01-2013 21:00,0.440195886
08-01-2013 22:00,0.491295886
08-01-2013 23:00,0.542295886
09-01-2013 00:00,0.593395886
09-01-2013 01:00,0.644395886
09-01-2013 02:00,0.695495886
09-01-2013 03:00,0.746495886
09-01-2013 04:00,0.797595886
09-01-2013 05:00,0.808795886
09-01-2013 06:00,0.780195886
09-01-2013 07:00,0.751595886
09-01-2013 08:00,0.722995886
09-01-2013 09:00,0.694395886
09-01-2013 10:00,0.665695886
09-01-2013 11:00,0.637095886
09-01-2013 12:00,0.593295886
09-01-2013 13:00,0.534095886
09-01-2013 14:00,0.474995886
09-01-2013 15:00,0.415895886
09-01-2013 16:00,0.356795886
09-01-2013 17:00,0.297695886
09-01-2013 18:00,0.297595886
09-01-2013 19:00,0.356595886
09-01-2013 20:00,0.415595886
09-01-2013 21:00,0.474595886
09-01-2013 22:00,0.533695886
09-01-2013 23:00,0.592695886
10-01-2013 00:00,0.651695886
10-01-2013 01:00,0.710695886
10-01-2013 02:00,0.769695886
10-01-2013 03:00,0.828695886
10-01-2013 04:00,0.887695886
10-01-2013 05:00,0.914195886
10-01-2013 06:00,0.908295886
10-01-2013 07:00,0.902295886
10-01-2013 08:00,0.896395886
10-01-2013 09:00,0.890495886
10-01-2013 10:00,0.884495886
10-01-2013 11:00,0.878595886
10-01-2013 12:00,0.879695886
10-01-2013 13:00,0.887995886
10-01-2013 14:00,0.896195886
10-01-2013 15:00,0.904395886
10-01-2013 16:00,0.912695886
10-01-2013 17:00,0.920895886
10-01-2013 18:00,0.922795886
10-01-2013 19:00,0.918295886
10-01-2013 20:00,0.913795886
10-01-2013 21:00,0.909395886
10-01-2013 22:00,0.904895886
10-01-2013 23:00,0.900495886
11-01-2013 00:00,0.895995886
11-01-2013 01:00,0.891495886
11-01-2013 02:00,0.887095886
11-01-2013 03:00,0.882595886
11-01-2013 04:00,0.878195886
11-01-2013 05:00,0.865195886
11-01-2013 06:00,0.843895886
11-01-2013 07:00,0.822495886
11-01-2013 08:00,0.801095886
11-01-2013 09:00,0.779695886
11-01-2013 10:00,0.758295886
11-01-2013 11:00,0.736895886
11-01-2013 12:00,0.743095886
11-01-2013 13:00,0.776695886
11-01-2013 14:00,0.810395886
11-01-2013 15:00,0.843995886
11-01-2013 16:00,0.877695886
11-01-2013 17:00,0.911295886
11-01-2013 18:00,0.912795886
11-01-2013 19:00,0.882295886
11-01-2013 20:00,0.851695886
11-01-2013 21:00,0.821095886
11-01-2013 22:00,0.790595886
11-01-2013 23:00,0.759995886
12-01-2013 00:00,0.729395886
12-01-2013 01:00,0.698895886
12-01-2013 02:00,0.668295886
12-01-2013 03:00,0.637695886
12-01-2013 04:00,0.607195886
12-01-2013 05:00,0.554995886
12-01-2013 06:00,0.481395886
12-01-2013 07:00,0.407695886
12-01-2013 08:00,0.334095886
12-01-2013 09:00,0.260395886
12-01-2013 10:00,0.186695886
12-01-2013 11:00,0.113095886
12-01-2013 12:00,0.083195886
12-01-2013 13:00,0.096995886
12-01-2013 14:00,0.110795886
12-01-2013 15:00,0.124595886
12-01-2013 16:00,0.138395886
12-01-2013 17:00,0.152195886
12-01-2013 18:00,0.176995886
12-01-2013 19:00,0.212795886
12-01-2013 20:00,0.248695886
12-01-2013 21:00,0.284495886
12-01-2013 22:00,0.320395886
12-01-2013 23:00,0.356195886
13-01-2013 00:00,0.392095886
13-01-2013 01:00,0.427995886
13-01-2013 02:00,0.463795886
13-01-2013 03:00,0.499695886
13-01-2013 04:00,0.535495886
13-01-2013 05:00,0.521195886
13-01-2013 06:00,0.456795886
13-01-2013 07:00,0.392395886
13-01-2013 08:00,0.327995886
13-01-2013 09:00,0.263495886
13-01-2013 10:00,0.199095886
13-01-2013 11:00,0.134695886
13-01-2013 12:00,0.095595886
13-01-2013 13:00,0.081795886
13-01-2013 14:00,0.067995886
13-01-2013 15:00,0.054195886
13-01-2013 16:00,0.040395886
13-01-2013 17:00,0.026595886
13-01-2013 18:00,0.020795886
13-01-2013 19:00,0.023095886
13-01-2013 20:00,0.025395886
13-01-2013 21:00,0.027695886
13-01-2013 22:00,0.029995886
13-01-2013 23:00,0.032295886
14-01-2013 00:00,0.034595886
14-01-2013 01:00,0.036895886
14-01-2013 02:00,0.039195886
14-01-2013 03:00,0.041495886
14-01-2013 04:00,0.043795886
14-01-2013 05:00,0.043095886
14-01-2013 06:00,0.039195886
14-01-2013 07:00,0.035395886
14-01-2013 08:00,0.031595886
14-01-2013 09:00,0.027695886
14-01-2013 10:00,0.023895886
14-01-2013 11:00,0.019995886
14-01-2013 12:00,0.038495886
14-01-2013 13:00,0.079095886
14-01-2013 14:00,0.119795886
14-01-2013 15:00,0.160495886
14-01-2013 16:00,0.201195886
14-01-2013 17:00,0.241795886
14-01-2013 18:00,0.256095886
14-01-2013 19:00,0.243895886
14-01-2013 20:00,0.231595886
14-01-2013 21:00,0.219395886
14-01-2013 22:00,0.207195886
14-01-2013 23:00,0.194995886
15-01-2013 00:00,0.182795886
15-01-2013 01:00,0.170595886
15-01-2013 02:00,0.158395886
15-01-2013 03:00,0.146095886
15-01-2013 04:00,0.133895886
15-01-2013 05:00,0.119995886
15-01-2013 06:00,0.104195886
15-01-2013 07:00,0.088495886
15-01-2013 08:00,0.072795886
15-01-2013 09:00,0.057095886
15-01-2013 10:00,0.041395886
15-01-2013 11:00,0.025695886
15-01-2013 12:00,0.018295886
15-01-2013 13:00,0.019195886
15-01-2013 14:00,0.020195886
15-01-2013 15:00,0.021095886
15-01-2013 16:00,0.021995886
15-01-2013 17:00,0.022995886
15-01-2013 18:00,0.048495886
15-01-2013 19:00,0.098695886
15-01-2013 20:00,0.148895886
15-01-2013 21:00,0.198995886
15-01-2013 22:00,0.249195886
15-01-2013 23:00,0.299395886
16-01-2013 00:00,0.349495886
16-01-2013 01:00,0.399695886
16-01-2013 02:00,0.449895886
16-01-2013 03:00,0.500095886
16-01-2013 04:00,0.550195886
16-01-2013 05:00,0.542595886
16-01-2013 06:00,0.477095886
16-01-2013 07:00,0.411595886
16-01-2013 08:00,0.346095886
16-01-2013 09:00,0.280595886
16-01-2013 10:00,0.215095886
16-01-2013 11:00,0.149595886
16-01-2013 12:00,0.123195886
16-01-2013 13:00,0.135895886
16-01-2013 14:00,0.148495886
16-01-2013 15:00,0.161195886
16-01-2013 16:00,0.173795886
16-01-2013 17:00,0.186495886
16-01-2013 18:00,0.222695886
16-01-2013 19:00,0.282395886
16-01-2013 20:00,0.342195886
16-01-2013 21:00,0.401895886
16-01-2013 22:00,0.461695886
16-01-2013 23:00,0.521395886
17-01-2013 00:00,0.581195886
17-01-2013 01:00,0.640895886
17-01-2013 02:00,0.700595886
17-01-2013 03:00,0.760395886
17-01-2013 04:00,0.820095886
17-01-2013 05:00,0.811895886
17-01-2013 06:00,0.735695886
17-01-2013 07:00,0.659495886
17-01-2013 08:00,0.583295886
17-01-2013 09:00,0.507095886
17-01-2013 10:00,0.430895886
17-01-2013 11:00,0.354695886
17-01-2013 12:00,0.297995886
17-01-2013 13:00,0.260795886
17-01-2013 14:00,0.223595886
17-01-2013 15:00,0.186395886
17-01-2013 16:00,0.149195886
17-01-2013 17:00,0.111995886
17-01-2013 18:00,0.099495886
17-01-2013 19:00,0.111795886
17-01-2013 20:00,0.123995886
17-01-2013 21:00,0.136195886
17-01-2013 22:00,0.148395886
17-01-2013 23:00,0.160595886
18-01-2013 00:00,0.172795886
18-01-2013 01:00,0.185095886
18-01-2013 02:00,0.197295886
18-01-2013 03:00,0.209495886
18-01-2013 04:00,0.221695886
18-01-2013 05:00,0.233095886
18-01-2013 06:00,0.243595886
18-01-2013 07:00,0.254195886
18-01-2013 08:00,0.264695886
18-01-2013 09:00,0.275195886
18-01-2013 10:00,0.285795886
18-01-2013 11:00,0.296295886
18-01-2013 12:00,0.326295886
18-01-2013 13:00,0.375595886
18-01-2013 14:00,0.424995886
18-01-2013 15:00,0.474395886
18-01-2013 16:00,0.523695886
18-01-2013 17:00,0.573095886
18-01-2013 18:00,0.594395886
18-01-2013 19:00,0.587595886
18-01-2013 20:00,0.580795886
18-01-2013 21:00,0.573995886
18-01-2013 22:00,0.567295886
18-01-2013 23:00,0.560495886
19-01-2013 00:00,0.553695886
19-01-2013 01:00,0.546895886
19-01-2013 02:00,0.540095886
19-01-2013 03:00,0.533295886
19-01-2013 04:00,0.526495886
19-01-2013 05:00,0.488795886
19-01-2013 06:00,0.420095886
19-01-2013 07:00,0.351395886
19-01-2013 08:00,0.282695886
19-01-2013 09:00,0.213995886
19-01-2013 10:00,0.145195886
19-01-2013 11:00,0.076495886
19-01-2013 12:00,0.040495886
19-01-2013 13:00,0.037195886
19-01-2013 14:00,0.033895886
19-01-2013 15:00,0.030495886
19-01-2013 16:00,0.027195886
19-01-2013 17:00,0.023895886
19-01-2013 18:00,0.022395886
19-01-2013 19:00,0.022895886
19-01-2013 20:00,0.023395886
19-01-2013 21:00,0.023895886
19-01-2013 22:00,0.024395886
19-01-2013 23:00,0.024795886
20-01-2013 00:00,0.025295886
20-01-2013 01:00,0.025795886
20-01-2013 02:00,0.026295886
20-01-2013 03:00,0.026795886
20-01-2013 04:00,0.027295886
20-01-2013 05:00,0.041295886
20-01-2013 06:00,0.068795886
20-01-2013 07:00,0.096395886
20-01-2013 08:00,0.123895886
20-01-2013 09:00,0.151495886
20-01-2013 10:00,0.178995886
20-01-2013 11:00,0.206495886
20-01-2013 12:00,0.206395886
20-01-2013 13:00,0.178595886
20-01-2013 14:00,0.150795886
20-01-2013 15:00,0.122995886
20-01-2013 16:00,0.095195886
20-01-2013 17:00,0.067295886
20-01-2013 18:00,0.057695886
20-01-2013 19:00,0.066195886
20-01-2013 20:00,0.074695886
20-01-2013 21:00,0.083295886
20-01-2013 22:00,0.091795886
20-01-2013 23:00,0.100295886
21-01-2013 00:00,0.108795886
21-01-2013 01:00,0.117395886
21-01-2013 02:00,0.125895886
21-01-2013 03:00,0.134395886
21-01-2013 04:00,0.142895886
21-01-2013 05:00,0.149395886
21-01-2013 06:00,0.153995886
21-01-2013 07:00,0.158495886
21-01-2013 08:00,0.162995886
21-01-2013 09:00,0.167495886
21-01-2013 10:00,0.171995886
21-01-2013 11:00,0.176495886
21-01-2013 12:00,0.174095886
21-01-2013 13:00,0.164895886
21-01-2013 14:00,0.155695886
21-01-2013 15:00,0.146495886
21-01-2013 16:00,0.137295886
21-01-2013 17:00,0.127995886
21-01-2013 18:00,0.119495886
21-01-2013 19:00,0.111795886
21-01-2013 20:00,0.103995886
21-01-2013 21:00,0.096195886
21-01-2013 22:00,0.088395886
21-01-2013 23:00,0.080595886
22-01-2013 00:00,0.072795886
22-01-2013 01:00,0.065095886
22-01-2013 02:00,0.057295886
22-01-2013 03:00,0.049495886
22-01-2013 04:00,0.041695886
22-01-2013 05:00,0.042795886
22-01-2013 06:00,0.052695886
22-01-2013 07:00,0.062695886
22-01-2013 08:00,0.072695886
22-01-2013 09:00,0.082595886
22-01-2013 10:00,0.092595886
22-01-2013 11:00,0.102495886
22-01-2013 12:00,0.102095886
22-01-2013 13:00,0.091295886
22-01-2013 14:00,0.080495886
22-01-2013 15:00,0.069795886
22-01-2013 16:00,0.058995886
22-01-2013 17:00,0.048195886
22-01-2013 18:00,0.045595886
22-01-2013 19:00,0.051095886
22-01-2013 20:00,0.056595886
22-01-2013 21:00,0.062095886
22-01-2013 22:00,0.067595886
22-01-2013 23:00,0.073095886
23-01-2013 00:00,0.078595886
23-01-2013 01:00,0.084095886
23-01-2013 02:00,0.089695886
23-01-2013 03:00,0.095195886
23-01-2013 04:00,0.100695886
23-01-2013 05:00,0.103095886
23-01-2013 06:00,0.102395886
23-01-2013 07:00,0.101695886
23-01-2013 08:00,0.100895886
23-01-2013 09:00,0.100195886
23-01-2013 10:00,0.099495886
23-01-2013 11:00,0.098795886
23-01-2013 12:00,0.109695886
23-01-2013 13:00,0.132095886
23-01-2013 14:00,0.154595886
23-01-2013 15:00,0.176995886
23-01-2013 16:00,0.199495886
23-01-2013 17:00,0.221895886
23-01-2013 18:00,0.222995886
23-01-2013 19:00,0.202795886
23-01-2013 20:00,0.182595886
23-01-2013 21:00,0.162295886
23-01-2013 22:00,0.142095886
23-01-2013 23:00,0.121895886
24-01-2013 00:00,0.101595886
24-01-2013 01:00,0.081395886
24-01-2013 02:00,0.061195886
24-01-2013 03:00,0.040995886
24-01-2013 04:00,0.020695886
24-01-2013 05:00,0.013595886
24-01-2013 06:00,0.019595886
24-01-2013 07:00,0.025595886
24-01-2013 08:00,0.031595886
24-01-2013 09:00,0.037495886
24-01-2013 10:00,0.043495886
24-01-2013 11:00,0.049495886
24-01-2013 12:00,0.059795886
24-01-2013 13:00,0.074495886
24-01-2013 14:00,0.089095886
24-01-2013 15:00,0.103695886
24-01-2013 16:00,0.118395886
24-01-2013 17:00,0.132995886
24-01-2013 18:00,0.140595886
24-01-2013 19:00,0.141195886
24-01-2013 20:00,0.141795886
24-01-2013 21:00,0.142395886
24-01-2013 22:00,0.142995886
24-01-2013 23:00,0.143595886
25-01-2013 00:00,0.144195886
25-01-2013 01:00,0.144795886
25-01-2013 02:00,0.145395886
25-01-2013 03:00,0.145995886
25-01-2013 04:00,0.146595886
25-01-2013 05:00,0.146195886
25-01-2013 06:00,0.144795886
25-01-2013 07:00,0.143395886
25-01-2013 08:00,0.141995886
25-01-2013 09:00,0.140595886
25-01-2013 10:00,0.139295886
25-01-2013 11:00,0.137895886
25-01-2013 12:00,0.137995886
25-01-2013 13:00,0.139595886
25-01-2013 14:00,0.141195886
25-01-2013 15:00,0.142795886
25-01-2013 16:00,0.144495886
25-01-2013 17:00,0.146095886
25-01-2013 18:00,0.144895886
25-01-2013 19:00,0.140995886
25-01-2013 20:00,0.136995886
25-01-2013 21:00,0.133095886
25-01-2013 22:00,0.129095886
25-01-2013 23:00,0.125195886
26-01-2013 00:00,0.121195886
26-01-2013 01:00,0.117295886
26-01-2013 02:00,0.113295886
26-01-2013 03:00,0.109395886
26-01-2013 04:00,0.105395886
26-01-2013 05:00,0.149495886
26-01-2013 06:00,0.241695886
26-01-2013 07:00,0.333795886
26-01-2013 08:00,0.425895886
26-01-2013 09:00,0.518095886
26-01-2013 10:00,0.610195886
26-01-2013 11:00,0.702395886
26-01-2013 12:00,0.759195886
26-01-2013 13:00,0.780595886
26-01-2013 14:00,0.802095886
26-01-2013 15:00,0.823495886
26-01-2013 16:00,0.844995886
26-01-2013 17:00,0.866495886
26-01-2013 18:00,0.873395886
26-01-2013 19:00,0.865895886
26-01-2013 20:00,0.858295886
26-01-2013 21:00,0.850695886
26-01-2013 22:00,0.843195886
26-01-2013 23:00,0.835595886
27-01-2013 00:00,0.828095886
27-01-2013 01:00,0.820495886
27-01-2013 02:00,0.812995886
27-01-2013 03:00,0.805395886
27-01-2013 04:00,0.797795886
27-01-2013 05:00,0.802095886
27-01-2013 06:00,0.818195886
27-01-2013 07:00,0.834195886
27-01-2013 08:00,0.850295886
27-01-2013 09:00,0.866395886
27-01-2013 10:00,0.882495886
27-01-2013 11:00,0.898495886
27-01-2013 12:00,0.907095886
27-01-2013 13:00,0.907995886
27-01-2013 14:00,0.908995886
27-01-2013 15:00,0.909995886
27-01-2013 16:00,0.910995886
27-01-2013 17:00,0.911995886
27-01-2013 18:00,0.895095886
27-01-2013 19:00,0.860395886
27-01-2013 20:00,0.825595886
27-01-2013 21:00,0.790895886
27-01-2013 22:00,0.756195886
27-01-2013 23:00,0.721395886
28-01-2013 00:00,0.686695886
28-01-2013 01:00,0.651895886
28-01-2013 02:00,0.617195886
28-01-2013 03:00,0.582395886
28-01-2013 04:00,0.547695886
28-01-2013 05:00,0.543995886
28-01-2013 06:00,0.571195886
28-01-2013 07:00,0.598495886
28-01-2013 08:00,0.625795886
28-01-2013 09:00,0.653095886
28-01-2013 10:00,0.680295886
28-01-2013 11:00,0.707595886
28-01-2013 12:00,0.696495886
28-01-2013 13:00,0.646895886
28-01-2013 14:00,0.597295886
28-01-2013 15:00,0.547695886
28-01-2013 16:00,0.498095886
28-01-2013 17:00,0.448495886
28-01-2013 18:00,0.426095886
28-01-2013 19:00,0.430695886
28-01-2013 20:00,0.435295886
28-01-2013 21:00,0.439995886
28-01-2013 22:00,0.444595886
28-01-2013 23:00,0.449195886
29-01-2013 00:00,0.453795886
29-01-2013 01:00,0.458495886
29-01-2013 02:00,0.463095886
29-01-2013 03:00,0.467695886
29-01-2013 04:00,0.472395886
29-01-2013 05:00,0.459895886
29-01-2013 06:00,0.430295886
29-01-2013 07:00,0.400695886
29-01-2013 08:00,0.371095886
29-01-2013 09:00,0.341495886
29-01-2013 10:00,0.311895886
29-01-2013 11:00,0.282295886
29-01-2013 12:00,0.247195886
29-01-2013 13:00,0.206595886
29-01-2013 14:00,0.165895886
29-01-2013 15:00,0.125295886
29-01-2013 16:00,0.084695886
29-01-2013 17:00,0.044095886
29-01-2013 18:00,0.043395886
29-01-2013 19:00,0.082795886
29-01-2013 20:00,0.122095886
29-01-2013 21:00,0.161495886
29-01-2013 22:00,0.200795886
29-01-2013 23:00,0.240195886
30-01-2013 00:00,0.279495886
30-01-2013 01:00,0.318795886
30-01-2013 02:00,0.358195886
30-01-2013 03:00,0.397495886
30-01-2013 04:00,0.436895886
30-01-2013 05:00,0.465895886
30-01-2013 06:00,0.484695886
30-01-2013 07:00,0.503395886
30-01-2013 08:00,0.522195886
30-01-2013 09:00,0.540895886
30-01-2013 10:00,0.559695886
30-01-2013 11:00,0.578395886
30-01-2013 12:00,0.551695886
30-01-2013 13:00,0.479495886
30-01-2013 14:00,0.407295886
30-01-2013 15:00,0.335195886
30-01-2013 16:00,0.262995886
30-01-2013 17:00,0.190795886
30-01-2013 18:00,0.156295886
30-01-2013 19:00,0.159695886
30-01-2013 20:00,0.162995886
30-01-2013 21:00,0.166295886
30-01-2013 22:00,0.169595886
30-01-2013 23:00,0.172995886
31-01-2013 00:00,0.176295886
31-01-2013 01:00,0.179595886
31-01-2013 02:00,0.182895886
31-01-2013 03:00,0.186295886
31-01-2013 04:00,0.189595886
31-01-2013 05:00,0.189595886
31-01-2013 06:00,0.186195886
31-01-2013 07:00,0.182795886
31-01-2013 08:00,0.179395886
31-01-2013 09:00,0.175995886
31-01-2013 10:00,0.172595886
31-01-2013 11:00,0.169195886
31-01-2013 12:00,0.156095886
31-01-2013 13:00,0.133195886
31-01-2013 14:00,0.110295886
31-01-2013 15:00,0.087495886
31-01-2013 16:00,0.064595886
31-01-2013 17:00,0.041695886
31-01-2013 18:00,0.070895886
31-01-2013 19:00,0.151895886
31-01-2013 20:00,0.232995886
31-01-2013 21:00,0.314095886
31-01-2013 22:00,0.395195886
31-01-2013 23:00,0.476295886
01-02-2013 00:00,0.557295886
01-02-2013 01:00,0.638395886
01-02-2013 02:00,0.719495886
01-02-2013 03:00,0.800595886
01-02-2013 04:00,0.881595886
01-02-2013 05:00,0.896595886
01-02-2013 06:00,0.845295886
01-02-2013 07:00,0.794095886
01-02-2013 08:00,0.742795886
01-02-2013 09:00,0.691595886
01-02-2013 10:00,0.640295886
01-02-2013 11:00,0.589095886
01-02-2013 12:00,0.549895886
01-02-2013 13:00,0.522895886
01-02-2013 14:00,0.495895886
01-02-2013 15:00,0.468795886
01-02-2013 16:00,0.441795886
01-02-2013 17:00,0.414795886
01-02-2013 18:00,0.405095886
01-02-2013 19:00,0.412795886
01-02-2013 20:00,0.420395886
01-02-2013 21:00,0.428095886
01-02-2013 22:00,0.435795886
01-02-2013 23:00,0.443395886
02-02-2013 00:00,0.451095886
02-02-2013 01:00,0.458795886
02-02-2013 02:00,0.466395886
02-02-2013 03:00,0.474095886
02-02-2013 04:00,0.481795886
02-02-2013 05:00,0.509795886
02-02-2013 06:00,0.557995886
02-02-2013 07:00,0.606295886
02-02-2013 08:00,0.654495886
02-02-2013 09:00,0.702795886
02-02-2013 10:00,0.750995886
02-02-2013 11:00,0.799295886
02-02-2013 12:00,0.823695886
02-02-2013 13:00,0.824295886
02-02-2013 14:00,0.824895886
02-02-2013 15:00,0.825395886
02-02-2013 16:00,0.825995886
02-02-2013 17:00,0.826595886
02-02-2013 18:00,0.812595886
02-02-2013 19:00,0.783995886
02-02-2013 20:00,0.755495886
02-02-2013 21:00,0.726895886
02-02-2013 22:00,0.698395886
02-02-2013 23:00,0.669795886
03-02-2013 00:00,0.641295886
03-02-2013 01:00,0.612695886
03-02-2013 02:00,0.584195886
03-02-2013 03:00,0.555595886
03-02-2013 04:00,0.527095886
03-02-2013 05:00,0.537295886
03-02-2013 06:00,0.586295886
03-02-2013 07:00,0.635195886
03-02-2013 08:00,0.684195886
03-02-2013 09:00,0.733195886
03-02-2013 10:00,0.782195886
03-02-2013 11:00,0.831095886
03-02-2013 12:00,0.828195886
03-02-2013 13:00,0.773195886
03-02-2013 14:00,0.718295886
03-02-2013 15:00,0.663295886
03-02-2013 16:00,0.608395886
03-02-2013 17:00,0.553395886
03-02-2013 18:00,0.529695886
03-02-2013 19:00,0.537095886
03-02-2013 20:00,0.544495886
03-02-2013 21:00,0.551995886
03-02-2013 22:00,0.559395886
03-02-2013 23:00,0.566895886
04-02-2013 00:00,0.574295886
04-02-2013 01:00,0.581795886
04-02-2013 02:00,0.589195886
04-02-2013 03:00,0.596595886
04-02-2013 04:00,0.604095886
04-02-2013 05:00,0.624195886
04-02-2013 06:00,0.657095886
04-02-2013 07:00,0.689995886
04-02-2013 08:00,0.722795886
04-02-2013 09:00,0.755695886
04-02-2013 10:00,0.788495886
04-02-2013 11:00,0.821395886
04-02-2013 12:00,0.804295886
04-02-2013 13:00,0.737295886
04-02-2013 14:00,0.670195886
04-02-2013 15:00,0.603195886
04-02-2013 16:00,0.536195886
04-02-2013 17:00,0.469095886
04-02-2013 18:00,0.439295886
04-02-2013 19:00,0.446595886
04-02-2013 20:00,0.453895886
04-02-2013 21:00,0.461295886
04-02-2013 22:00,0.468595886
04-02-2013 23:00,0.475895886
05-02-2013 00:00,0.483295886
05-02-2013 01:00,0.490595886
05-02-2013 02:00,0.497895886
05-02-2013 03:00,0.505295886
05-02-2013 04:00,0.512595886
05-02-2013 05:00,0.527195886
