DATE_TIME,PLANT_ID_generation,SOURCE_KEY_generation,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
15/05/2020 18:15,4135001,zVJPv84UY57bAof,86.5,8.3375,5963.5,7122114.5
15/05/2020 18:30,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 18:45,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 19:00,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 19:15,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 19:30,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 19:45,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 20:00,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 20:15,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 20:30,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 20:45,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 21:00,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 21:15,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 21:30,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 21:45,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 22:00,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 22:15,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 22:30,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 22:45,4135001,zVJPv84UY57bAof,0,0,5965,7122116
15/05/2020 23:00,4135001,zVJPv84UY57bAof,0,0,5965,7122116
16/05/2020 02:00,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 02:15,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 02:30,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 02:45,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 03:00,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 03:15,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 03:30,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 03:45,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 04:00,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 04:15,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 04:30,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 04:45,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 05:00,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 05:15,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 05:30,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 05:45,4135001,zVJPv84UY57bAof,0,0,0,7122116
16/05/2020 06:00,4135001,zVJPv84UY57bAof,41.42857143,4,0,7122116
16/05/2020 06:15,4135001,zVJPv84UY57bAof,334.25,32.3,3.625,7122119.625
16/05/2020 06:30,4135001,zVJPv84UY57bAof,698.7142857,67.72857143,16.28571429,7122132.286
16/05/2020 06:45,4135001,zVJPv84UY57bAof,1125.75,109.475,38.375,7122154.375
16/05/2020 07:00,4135001,zVJPv84UY57bAof,1555.285714,152.0428571,70.42857143,7122186.429
16/05/2020 07:15,4135001,zVJPv84UY57bAof,1979.375,194.0125,113.875,7122229.875
16/05/2020 07:30,4135001,zVJPv84UY57bAof,2494.857143,244.6285714,167.5714286,7122283.571
16/05/2020 07:45,4135001,zVJPv84UY57bAof,3400.571429,334.2,234.1428571,7122350.143
16/05/2020 08:00,4135001,zVJPv84UY57bAof,4170.125,409.6625,328.625,7122444.625
16/05/2020 08:15,4135001,zVJPv84UY57bAof,4703.857143,461.3142857,440.1428571,7122556.143
16/05/2020 08:30,4135001,zVJPv84UY57bAof,5958.625,583.8625,568.125,7122684.125
16/05/2020 08:45,4135001,zVJPv84UY57bAof,6489.714286,635.7428571,724,7122840
16/05/2020 09:00,4135001,zVJPv84UY57bAof,6388.875,625.8875,882.625,7122998.625
16/05/2020 09:15,4135001,zVJPv84UY57bAof,5959,583.9,1031.571429,7123147.571
16/05/2020 09:30,4135001,zVJPv84UY57bAof,5915,579.6,1176.625,7123292.625
16/05/2020 09:45,4135001,zVJPv84UY57bAof,6979.428571,683.5285714,1331.285714,7123447.286
16/05/2020 10:00,4135001,zVJPv84UY57bAof,6700.625,656.2375,1511.5,7123627.5
16/05/2020 10:15,4135001,zVJPv84UY57bAof,6805.142857,666.3714286,1660.142857,7123776.143
16/05/2020 10:30,4135001,zVJPv84UY57bAof,8549.125,836.4125,1855,7123971
16/05/2020 10:45,4135001,zVJPv84UY57bAof,8204.571429,802.9285714,2063.714286,7124179.714
16/05/2020 11:00,4135001,zVJPv84UY57bAof,7842.875,767.6375,2252.75,7124368.75
16/05/2020 11:15,4135001,zVJPv84UY57bAof,7518.285714,736.0857143,2444.857143,7124560.857
16/05/2020 11:30,4135001,zVJPv84UY57bAof,7308.625,715.5875,2625.875,7124741.875
16/05/2020 11:45,4135001,zVJPv84UY57bAof,8555.285714,837.0428571,2812,7124928
16/05/2020 12:00,4135001,zVJPv84UY57bAof,9293.714286,909.0142857,3019.571429,7125135.571
16/05/2020 12:15,4135001,zVJPv84UY57bAof,8194.75,801.9375,3245,7125361
16/05/2020 12:30,4135001,zVJPv84UY57bAof,10059.14286,983.5,3455.714286,7125571.714
16/05/2020 12:45,4135001,zVJPv84UY57bAof,11269.75,1100.35,3715.875,7125831.875
16/05/2020 13:00,4135001,zVJPv84UY57bAof,8504.285714,832.0714286,3964.428571,7126080.429
16/05/2020 13:15,4135001,zVJPv84UY57bAof,10966.625,1071.625,4198.875,7126314.875
16/05/2020 13:30,4135001,zVJPv84UY57bAof,8279.285714,810.1,4438.142857,7126554.143
16/05/2020 13:45,4135001,zVJPv84UY57bAof,7445.375,728.9125,4619.625,7126735.625
16/05/2020 14:00,4135001,zVJPv84UY57bAof,6697.142857,655.9571429,4797.571429,7126913.571
16/05/2020 14:15,4135001,zVJPv84UY57bAof,8377.75,819.775,4977.625,7127093.625
16/05/2020 14:30,4135001,zVJPv84UY57bAof,7516.857143,735.9142857,5186.285714,7127302.286
16/05/2020 14:45,4135001,zVJPv84UY57bAof,7338.625,718.5625,5366.125,7127482.125
16/05/2020 15:00,4135001,zVJPv84UY57bAof,7258.428571,710.7857143,5544.428571,7127660.429
16/05/2020 15:15,4135001,zVJPv84UY57bAof,6017.125,589.55,5711.75,7127827.75
16/05/2020 15:30,4135001,zVJPv84UY57bAof,5017.571429,491.9,5845.428571,7127961.429
16/05/2020 15:45,4135001,zVJPv84UY57bAof,3910.857143,384.2714286,5947.571429,7128063.571
16/05/2020 16:00,4135001,zVJPv84UY57bAof,3401.5,334.3875,6039.375,7128155.375
16/05/2020 16:15,4135001,zVJPv84UY57bAof,2845,279.1285714,6116.714286,7128232.714
16/05/2020 16:30,4135001,zVJPv84UY57bAof,2625.875,257.525,6184.125,7128300.125
16/05/2020 16:45,4135001,zVJPv84UY57bAof,2221.571429,217.8142857,6243.142857,7128359.143
16/05/2020 17:00,4135001,zVJPv84UY57bAof,1979.25,194.025,6294.875,7128410.875
16/05/2020 17:15,4135001,zVJPv84UY57bAof,1613.285714,157.8571429,6339.428571,7128455.429
16/05/2020 17:30,4135001,zVJPv84UY57bAof,1182.875,115.025,6373.875,7128489.875
16/05/2020 17:45,4135001,zVJPv84UY57bAof,755.1428571,73.22857143,6397.571429,7128513.571
16/05/2020 18:00,4135001,zVJPv84UY57bAof,390.75,37.75,6411.875,7128527.875
16/05/2020 18:15,4135001,zVJPv84UY57bAof,122.7142857,11.84285714,6418,7128534
16/05/2020 18:30,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 18:45,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 19:00,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 19:15,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 19:30,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 19:45,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 20:00,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 20:15,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 20:30,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 20:45,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 21:00,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 21:15,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 21:30,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 21:45,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 22:00,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 22:15,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 22:30,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 22:45,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 23:00,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 23:15,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 23:30,4135001,zVJPv84UY57bAof,0,0,6419,7128535
16/05/2020 23:45,4135001,zVJPv84UY57bAof,0,0,6419,7128535
17/05/2020 00:00,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 00:15,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 00:30,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 00:45,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 01:00,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 01:15,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 01:30,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 01:45,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 02:00,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 02:15,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 02:30,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 02:45,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 03:00,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 03:15,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 03:30,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 03:45,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 04:00,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 04:15,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 04:30,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 04:45,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 05:00,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 05:15,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 05:30,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 05:45,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 06:00,4135001,zVJPv84UY57bAof,0,0,0,7128535
17/05/2020 06:15,4135001,zVJPv84UY57bAof,105,10.125,0.5,7128535.5
17/05/2020 06:30,4135001,zVJPv84UY57bAof,454.4285714,43.91428571,6.571428571,7128541.571
17/05/2020 06:45,4135001,zVJPv84UY57bAof,880.5,85.4875,22.375,7128557.375
17/05/2020 07:00,4135001,zVJPv84UY57bAof,1397.714286,136.4714286,50,7128585
17/05/2020 07:15,4135001,zVJPv84UY57bAof,2304.625,225.95,97.125,7128632.125
17/05/2020 07:30,4135001,zVJPv84UY57bAof,2837.142857,278.5714286,155.5714286,7128690.571
17/05/2020 07:45,4135001,zVJPv84UY57bAof,4270.625,419.225,243.125,7128778.125
17/05/2020 08:00,4135001,zVJPv84UY57bAof,4855.571429,476.2,361.4285714,7128896.429
17/05/2020 08:15,4135001,zVJPv84UY57bAof,5056.571429,495.7428571,474.2857143,7129009.286
17/05/2020 08:30,4135001,zVJPv84UY57bAof,5579.875,546.925,597.875,7129132.875
17/05/2020 08:45,4135001,zVJPv84UY57bAof,7364.857143,721.1,755.8571429,7129290.857
17/05/2020 09:00,4135001,zVJPv84UY57bAof,7782.875,761.9,953.5,7129488.5
17/05/2020 09:15,4135001,zVJPv84UY57bAof,6977.857143,683.3285714,1123.714286,7129658.714
17/05/2020 09:30,4135001,zVJPv84UY57bAof,8334.125,815.5625,1317.5,7129852.5
17/05/2020 09:45,4135001,zVJPv84UY57bAof,10422.28571,1018.671429,1540.857143,7130075.857
17/05/2020 10:00,4135001,zVJPv84UY57bAof,9694.625,947.95,1800.125,7130335.125
17/05/2020 10:15,4135001,zVJPv84UY57bAof,9756.428571,954.0857143,2027,7130562
17/05/2020 10:30,4135001,zVJPv84UY57bAof,8526.5,833.1375,2265.75,7130800.75
17/05/2020 10:45,4135001,zVJPv84UY57bAof,12304.14286,1199.814286,2506.428571,7131041.429
17/05/2020 11:00,4135001,zVJPv84UY57bAof,9471.875,924.925,2772.125,7131307.125
17/05/2020 11:15,4135001,zVJPv84UY57bAof,12821.57143,1250.1,3054.285714,7131589.286
17/05/2020 11:30,4135001,zVJPv84UY57bAof,12468.625,1216.075,3372.875,7131907.875
17/05/2020 11:45,4135001,zVJPv84UY57bAof,10603.57143,1035.485714,3655.142857,7132190.143
17/05/2020 12:00,4135001,zVJPv84UY57bAof,8034,786.1,3861,7132396
17/05/2020 12:15,4135001,zVJPv84UY57bAof,11446.75,1117.125,4098.375,7132633.375
17/05/2020 12:30,4135001,zVJPv84UY57bAof,9792.571429,956.3142857,4361.285714,7132896.286
17/05/2020 12:45,4135001,zVJPv84UY57bAof,9179.25,897.15,4575.875,7133110.875
17/05/2020 13:00,4135001,zVJPv84UY57bAof,5118,501.9714286,4791.285714,7133326.286
17/05/2020 13:15,4135001,zVJPv84UY57bAof,6261.75,612.6625,4896.375,7133431.375
17/05/2020 13:30,4135001,zVJPv84UY57bAof,10116,987.5714286,5118.714286,7133653.714
17/05/2020 13:45,4135001,zVJPv84UY57bAof,8593.75,839.675,5325.25,7133860.25
17/05/2020 14:00,4135001,zVJPv84UY57bAof,10700.28571,1044.385714,5580.857143,7134115.857
17/05/2020 14:15,4135001,zVJPv84UY57bAof,5974.25,585.0875,5753.625,7134288.625
17/05/2020 14:30,4135001,zVJPv84UY57bAof,3702.714286,363.4142857,5881,7134416
17/05/2020 14:45,4135001,zVJPv84UY57bAof,9678.75,946.25,6031.75,7134566.75
17/05/2020 15:00,4135001,zVJPv84UY57bAof,9529.571429,931.9571429,6283.142857,7134818.143
17/05/2020 15:15,4135001,zVJPv84UY57bAof,7624.5,746.4,6475.5,7135010.5
17/05/2020 15:30,4135001,zVJPv84UY57bAof,8455.428571,827.3,6670.428571,7135205.429
17/05/2020 15:45,4135001,zVJPv84UY57bAof,4041.5,396.6375,6814.125,7135349.125
17/05/2020 16:00,4135001,zVJPv84UY57bAof,6627.714286,649.0428571,6948.857143,7135483.857
17/05/2020 16:15,4135001,zVJPv84UY57bAof,4585.166667,449.8166667,7068.833333,7135603.833
17/05/2020 16:30,4135001,zVJPv84UY57bAof,4411.25,432.75,7173.875,7135708.875
17/05/2020 16:45,4135001,zVJPv84UY57bAof,3873.857143,380.5714286,7275.857143,7135810.857
17/05/2020 17:00,4135001,zVJPv84UY57bAof,2111.625,207,7346.75,7135881.75
17/05/2020 17:15,4135001,zVJPv84UY57bAof,1706.714286,167.2714286,7392.285714,7135927.286
17/05/2020 17:30,4135001,zVJPv84UY57bAof,1383.125,134.6,7430.5,7135965.5
17/05/2020 17:45,4135001,zVJPv84UY57bAof,877.5714286,85.17142857,7459.142857,7135994.143
17/05/2020 18:00,4135001,zVJPv84UY57bAof,319.375,30.875,7472.875,7136007.875
17/05/2020 18:15,4135001,zVJPv84UY57bAof,126.8571429,12.25714286,7478,7136013
17/05/2020 18:30,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 18:45,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 19:00,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 19:15,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 19:30,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 19:45,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 20:00,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 20:15,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 20:30,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 20:45,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 21:00,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 21:15,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 21:30,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 21:45,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 22:00,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 22:15,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 22:30,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 22:45,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 23:00,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 23:15,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 23:30,4135001,zVJPv84UY57bAof,0,0,7480,7136015
17/05/2020 23:45,4135001,zVJPv84UY57bAof,0,0,7480,7136015
18/05/2020 00:00,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 00:15,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 00:30,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 00:45,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 01:00,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 01:15,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 01:30,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 01:45,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 02:00,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 02:15,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 02:30,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 02:45,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 03:00,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 03:15,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 03:30,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 03:45,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 04:00,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 04:15,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 04:30,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 04:45,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 05:00,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 05:15,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 05:30,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 05:45,4135001,zVJPv84UY57bAof,0,0,0,7136015
18/05/2020 06:00,4135001,zVJPv84UY57bAof,63.42857143,6.114285714,0,7136015
18/05/2020 06:15,4135001,zVJPv84UY57bAof,376.5,36.4125,4.625,7136019.625
18/05/2020 06:30,4135001,zVJPv84UY57bAof,752.4285714,72.97142857,17.85714286,7136032.857
18/05/2020 06:45,4135001,zVJPv84UY57bAof,1149.375,111.7625,41.75,7136056.75
18/05/2020 07:00,4135001,zVJPv84UY57bAof,1691.857143,165.5714286,75.28571429,7136090.286
18/05/2020 07:15,4135001,zVJPv84UY57bAof,2672.5,262.2125,128.5,7136143.5
18/05/2020 07:30,4135001,zVJPv84UY57bAof,3534.714286,347.2,207.7142857,7136222.714
18/05/2020 07:45,4135001,zVJPv84UY57bAof,1778.25,174.0625,271.875,7136286.875
18/05/2020 08:00,4135001,zVJPv84UY57bAof,1273.571429,123.8857143,308,7136323
18/05/2020 08:15,4135001,zVJPv84UY57bAof,1397.875,136.175,339.25,7136354.25
18/05/2020 08:30,4135001,zVJPv84UY57bAof,1839.857143,180.3714286,378.5714286,7136393.571
18/05/2020 08:45,4135001,zVJPv84UY57bAof,1927,188.8714286,422.4285714,7136437.429
18/05/2020 09:00,4135001,zVJPv84UY57bAof,1791.875,175.625,470.125,7136485.125
18/05/2020 09:15,4135001,zVJPv84UY57bAof,1716.857143,168.2714286,512,7136527
18/05/2020 09:30,4135001,zVJPv84UY57bAof,1503.5,146.65,552.125,7136567.125
